# Audio2txt v3.0 - 顧問訪視1001
# Duration: 52.7min
# Processing: 4.5min
# Speakers: 3

# SPEAKER_00: 14.9min (396 segments)
# SPEAKER_01: 36.0min (574 segments)
# SPEAKER_02: 2.3min (315 segments)

============================================================

[12:18 -> 12:19][SPEAKER_01]: 是
[12:19 -> 12:20][SPEAKER_01]: 他們每個點都有
[12:20 -> 12:21][SPEAKER_01]: 就整天就
[12:21 -> 12:22][SPEAKER_01]: 欸
[12:22 -> 12:23][SPEAKER_01]: 一直都拍照外面
[12:23 -> 12:24][SPEAKER_01]: 嗯
[12:24 -> 12:25][SPEAKER_01]: 他們就是去學點
[12:25 -> 12:26][SPEAKER_01]: 嗯
[12:26 -> 12:28][SPEAKER_01]: 然後去看有沒有需要補貨
[12:28 -> 12:29][SPEAKER_01]: 對
[12:29 -> 12:30][SPEAKER_01]: 因為
[12:30 -> 12:31][SPEAKER_01]: 呃
[12:31 -> 12:32][SPEAKER_01]: 這一塊
[12:32 -> 12:34][SPEAKER_01]: 很多人可能會覺得說
[12:34 -> 12:35][SPEAKER_01]: 啊
[12:35 -> 12:36][SPEAKER_01]: 沒貨他們就會打給你
[12:36 -> 12:37][SPEAKER_01]: 說要給我mail
[12:37 -> 12:38][SPEAKER_01]: 他們不是這樣
[12:38 -> 12:39][SPEAKER_01]: 嗯
[12:39 -> 12:40][SPEAKER_01]: 是你要派司機
[12:40 -> 12:41][SPEAKER_01]: 嗯
[12:41 -> 12:42][SPEAKER_01]: 或是派你的人
[12:42 -> 12:43][SPEAKER_01]: 每個禮拜
[12:43 -> 12:44][SPEAKER_01]: 跟
[12:44 -> 12:45][SPEAKER_01]: 店長
[12:45 -> 12:46][SPEAKER_01]: 打好關係
[12:46 -> 12:47][SPEAKER_01]: 去了解
[12:47 -> 12:48][SPEAKER_01]: 啊
[12:48 -> 12:49][SPEAKER_01]: 我是什麼什麼的廠商
[12:49 -> 12:50][SPEAKER_01]: 啊
[12:50 -> 12:52][SPEAKER_01]: 我今天好像缺了多少
[12:52 -> 12:53][SPEAKER_01]: 啊
[12:53 -> 12:54][SPEAKER_01]: 有沒有興趣要不要補貨
[12:54 -> 12:55][SPEAKER_01]: 這樣子
[12:55 -> 12:56][SPEAKER_01]: 嗯
[12:56 -> 12:57][SPEAKER_00]: 然後他們同意OK
[12:57 -> 12:58][SPEAKER_00]: 那你才能補
[12:58 -> 12:59][SPEAKER_00]: OK
[12:59 -> 13:00][SPEAKER_00]: 所以那塊成本其實很高
[13:00 -> 13:01][SPEAKER_01]: 對
[13:01 -> 13:02][SPEAKER_01]: 相較於網路的話
[13:02 -> 13:03][SPEAKER_01]: 對
[13:03 -> 13:04][SPEAKER_01]: 因為補貨之後
[13:04 -> 13:05][SPEAKER_01]: 你還要再
[13:05 -> 13:06][SPEAKER_01]: 呃
[13:06 -> 13:07][SPEAKER_01]: 等
[13:07 -> 13:08][SPEAKER_01]: 開票的時間
[13:08 -> 13:09][SPEAKER_01]: 嗯
[13:09 -> 13:10][SPEAKER_01]: 就是請款的時間
[13:10 -> 13:11][SPEAKER_01]: 是
[13:11 -> 13:12][SPEAKER_01]: 請了之後又有開票的時間
[13:12 -> 13:13][SPEAKER_01]: 嗯
[13:13 -> 13:14][SPEAKER_01]: 然後後面拉過去就是三個月
[13:14 -> 13:15][SPEAKER_01]: 然後再去拿票的時間
[13:15 -> 13:16][SPEAKER_01]: 對
[13:16 -> 13:17][SPEAKER_01]: 對
[13:17 -> 13:18][SPEAKER_01]: 然後配好期又給你再押
[13:18 -> 13:19][SPEAKER_01]: 對
[13:19 -> 13:20][SPEAKER_01]: 然後再考量
[13:20 -> 13:21][SPEAKER_01]: 喔那個
[13:21 -> 13:22][SPEAKER_01]: 我覺得
[13:22 -> 13:23][SPEAKER_00]: 比較累一點
[13:23 -> 13:24][SPEAKER_00]: 是
[13:24 -> 13:25][SPEAKER_00]: 所以說我們就全部focus在網路上這樣子
[13:25 -> 13:26][SPEAKER_01]: 對
[13:26 -> 13:27][SPEAKER_01]: 因為其實就是剛好疫情的時候
[13:27 -> 13:28][SPEAKER_01]: 是
[13:28 -> 13:29][SPEAKER_00]: 我整個就是
[13:29 -> 13:30][SPEAKER_01]: 對
[13:30 -> 13:31][SPEAKER_01]: 剛好就
[13:31 -> 13:32][SPEAKER_00]: 就就收編
[13:32 -> 13:33][SPEAKER_00]: 對
[13:33 -> 13:34][SPEAKER_00]: OK
[13:34 -> 13:35][SPEAKER_00]: 那既然是網路化
[13:35 -> 13:36][SPEAKER_00]: 那我們就會想了解一下
[13:36 -> 13:37][SPEAKER_00]: 那目前的營收
[13:37 -> 13:38][SPEAKER_00]: 也就是說
[13:38 -> 13:40][SPEAKER_00]: 哎整個的營業的狀況或是
[13:40 -> 13:41][SPEAKER_00]: 呃
[13:41 -> 13:42][SPEAKER_00]: 攬客的狀況
[13:42 -> 13:43][SPEAKER_00]: 目前如何
[13:43 -> 13:51][SPEAKER_01]: 現階段就是遇到一個瓶頸
[13:51 -> 13:52][SPEAKER_01]: 嗯
[13:52 -> 13:53][SPEAKER_01]: 我這一些產品
[13:53 -> 13:54][SPEAKER_01]: 目前
[13:54 -> 13:55][SPEAKER_01]: 哎
[13:55 -> 13:56][SPEAKER_01]: 銷量就是賣不錯
[13:56 -> 13:57][SPEAKER_01]: 嗯
[13:57 -> 13:58][SPEAKER_01]: 像我這一類的
[13:58 -> 13:59][SPEAKER_01]: 這三個
[13:59 -> 14:00][SPEAKER_01]: 這個垂直滑鼠
[14:00 -> 14:01][SPEAKER_02]: 嗯
[14:01 -> 14:02][SPEAKER_01]: 在蝦皮我是賣最老的
[14:02 -> 14:03][SPEAKER_01]: 嗯
[14:03 -> 14:04][SPEAKER_01]: 那
[14:04 -> 14:05][SPEAKER_01]: 我的周邊其他也有帶動一點點
[14:05 -> 14:06][SPEAKER_01]: 嗯
[14:06 -> 14:07][SPEAKER_02]: 但是沒有那麼快
[14:07 -> 14:08][SPEAKER_01]: 而我現在想
[14:08 -> 14:09][SPEAKER_01]: 這一些東西
[14:09 -> 14:10][SPEAKER_01]: 我需要
[14:10 -> 14:11][SPEAKER_01]: 一些資金
[14:11 -> 14:12][SPEAKER_01]: 嗯
[14:12 -> 14:13][SPEAKER_01]: 來拓展多一點身的限額
[14:13 -> 14:14][SPEAKER_01]: 嗯
[14:14 -> 14:15][SPEAKER_01]: 因為
[14:15 -> 14:16][SPEAKER_01]: 嗯
[14:16 -> 14:17][SPEAKER_01]: 先階段就是
[14:17 -> 14:18][SPEAKER_01]: 嗯
[14:18 -> 14:19][SPEAKER_02]: 就是
[14:19 -> 14:20][SPEAKER_01]: 就是
[14:20 -> 14:21][SPEAKER_01]: 就是
[14:21 -> 14:24][SPEAKER_01]: 先階段就是
[14:24 -> 14:25][SPEAKER_01]: 我透過
[14:25 -> 14:26][SPEAKER_01]: 呃
[14:26 -> 14:27][SPEAKER_01]: 賺取到的利潤
[14:27 -> 14:28][SPEAKER_01]: 嗯
[14:28 -> 14:29][SPEAKER_01]: 再去
[14:29 -> 14:30][SPEAKER_01]: 呃
[14:30 -> 14:31][SPEAKER_01]: 開發新的產品
[14:31 -> 14:32][SPEAKER_01]: 對
[14:32 -> 14:33][SPEAKER_01]: 對
[14:33 -> 14:34][SPEAKER_01]: 對
[14:34 -> 14:35][SPEAKER_01]: 對
[14:35 -> 14:36][SPEAKER_01]: 所以我現在想的就是
[14:36 -> 14:37][SPEAKER_01]: 我要把它
[14:37 -> 14:38][SPEAKER_00]: 因為已經
[14:38 -> 14:39][SPEAKER_01]: 合理了
[14:39 -> 14:40][SPEAKER_00]: 嗯
[14:40 -> 14:41][SPEAKER_00]: 有一個成功的
[14:41 -> 14:42][SPEAKER_01]: 基礎
[14:42 -> 14:43][SPEAKER_01]: 基礎
[14:43 -> 14:44][SPEAKER_01]: 對
[14:44 -> 14:45][SPEAKER_01]: 那都是圍繞我這個
[14:45 -> 14:46][SPEAKER_00]: 所以想要透過這個
[14:46 -> 14:47][SPEAKER_00]: 放大
[14:47 -> 14:48][SPEAKER_00]: 對去加速
[14:48 -> 14:49][SPEAKER_00]: 對去加速
[14:49 -> 14:50][SPEAKER_00]: OK那所以我們的
[14:50 -> 14:52][SPEAKER_00]: 三星產品這一塊嗎
[14:52 -> 14:53][SPEAKER_00]: 對
[14:53 -> 14:54][SPEAKER_00]: 因為它利潤比較好嗎
[14:54 -> 14:55][SPEAKER_00]: 還是因為
[14:55 -> 14:56][SPEAKER_00]: 呃
[14:56 -> 14:57][SPEAKER_00]: 它銷量比較好
[14:57 -> 14:58][SPEAKER_00]: 轉換比較快
[14:58 -> 14:59][SPEAKER_01]: 轉換比較快
[14:59 -> 15:00][SPEAKER_01]: 對
[15:00 -> 15:01][SPEAKER_01]: 因為我本身我的三星
[15:01 -> 15:02][SPEAKER_01]: 垂直滑鼠
[15:02 -> 15:03][SPEAKER_01]: 我不用打廣告
[15:03 -> 15:04][SPEAKER_00]: 就是銷量最好
[15:04 -> 15:05][SPEAKER_01]: 嗯
[15:05 -> 15:06][SPEAKER_00]: 在這一個項目內
[15:06 -> 15:07][SPEAKER_00]: 對
[15:07 -> 15:08][SPEAKER_00]: 就是有去抓到這個
[15:08 -> 15:09][SPEAKER_00]: 算是一個爆品這樣子
[15:09 -> 15:10][SPEAKER_01]: 對
[15:10 -> 15:11][SPEAKER_01]: 對
[15:11 -> 15:12][SPEAKER_01]: 因為那時候我
[15:12 -> 15:13][SPEAKER_01]: 那個朋友在做
[15:13 -> 15:14][SPEAKER_01]: 他就是拿給我
[15:14 -> 15:15][SPEAKER_01]: 嗯
[15:15 -> 15:16][SPEAKER_01]: 啊
[15:16 -> 15:17][SPEAKER_01]: 之後他
[15:17 -> 15:18][SPEAKER_01]: 我那時候也知道貨源哪裡
[15:18 -> 15:19][SPEAKER_01]: 但是我們還是跟他交過
[15:19 -> 15:20][SPEAKER_01]: 嗯
[15:20 -> 15:21][SPEAKER_01]: 我們在經貨的嘛
[15:21 -> 15:22][SPEAKER_01]: 我就直接跟他交就好了
[15:22 -> 15:23][SPEAKER_00]: 不用自己
[15:23 -> 15:24][SPEAKER_00]: 那最終沒有
[15:24 -> 15:25][SPEAKER_00]: 就透過他直接去
[15:25 -> 15:26][SPEAKER_01]: 對
[15:26 -> 15:27]: 但是之後他就是
[15:27 -> 15:28][SPEAKER_01]: 他的商檢也過期
[15:28 -> 15:29][SPEAKER_01]: 他也沒
[15:29 -> 15:30][SPEAKER_01]: 呃
[15:30 -> 15:31][SPEAKER_01]: 交貨也不穩什麼的
[15:31 -> 15:32][SPEAKER_01]: 最後我就跟他講
[15:32 -> 15:33][SPEAKER_01]: 你這樣子
[15:33 -> 15:34][SPEAKER_01]: 我沒辦法跟你交貨
[15:34 -> 15:35][SPEAKER_01]: 因為
[15:35 -> 15:36][SPEAKER_01]: 我直接去供應商
[15:36 -> 15:37][SPEAKER_01]: 對
[15:37 -> 15:38][SPEAKER_01]: 因為他
[15:38 -> 15:39][SPEAKER_01]: 我知道他有付商檢費用什麼
[15:39 -> 15:40][SPEAKER_01]: 我還有額外給他一筆錢
[15:40 -> 15:41][SPEAKER_01]: 就是說
[15:41 -> 15:42][SPEAKER_01]: 我要使用你的商檢
[15:42 -> 15:43][SPEAKER_01]: 嗯
[15:43 -> 15:44][SPEAKER_01]: 因為畢竟如果這樣子
[15:44 -> 15:45][SPEAKER_01]: 我掛在我的
[15:45 -> 15:46][SPEAKER_01]: 呃
[15:46 -> 15:47][SPEAKER_01]: 賣場還是什麼
[15:47 -> 15:48][SPEAKER_01]: 我需要用你的商檢
[15:48 -> 15:49][SPEAKER_01]: 他也同意
[15:49 -> 15:50][SPEAKER_01]: 嗯
[15:50 -> 15:51][SPEAKER_01]: 呃
[15:51 -> 15:52][SPEAKER_01]: 就是經營上面
[15:52 -> 15:53][SPEAKER_01]: 我覺得
[15:53 -> 15:54][SPEAKER_01]: 這樣子
[15:54 -> 15:55][SPEAKER_01]: 長時間下來
[15:55 -> 15:56][SPEAKER_01]: 我
[15:56 -> 15:57][SPEAKER_01]: 我要交貨的貨源
[15:57 -> 15:58][SPEAKER_01]: 你又不
[15:58 -> 15:59][SPEAKER_01]: 不穩定
[15:59 -> 16:00][SPEAKER_01]: 啊然後
[16:00 -> 16:01][SPEAKER_01]: 我就自己做好了
[16:01 -> 16:02][SPEAKER_01]: 而且他是三點過期
[16:02 -> 16:03][SPEAKER_01]: 嗯
[16:03 -> 16:04][SPEAKER_00]: 所以你就直接去找供應商來跟
[16:04 -> 16:06][SPEAKER_00]: 我又直接跟供應商交貨了
[16:06 -> 16:07][SPEAKER_01]: 對
[16:07 -> 16:08][SPEAKER_00]: 那這個也是
[16:08 -> 16:09][SPEAKER_01]: 我前面有跟他講
[16:09 -> 16:10][SPEAKER_01]: 你這樣子不行
[16:10 -> 16:11][SPEAKER_01]: 我要自己交貨
[16:11 -> 16:12][SPEAKER_00]: 嗯
[16:12 -> 16:13][SPEAKER_00]: 所以這樣其實你有掌握到供應商
[16:13 -> 16:15][SPEAKER_00]: 你這樣子直接進來的話
[16:15 -> 16:16][SPEAKER_00]: 就比較
[16:16 -> 16:17][SPEAKER_00]: 更更好
[16:17 -> 16:18][SPEAKER_00]: 對
[16:18 -> 16:19][SPEAKER_00]: 可以直接進貨這樣子
[16:19 -> 16:20][SPEAKER_00]: 對
[16:20 -> 16:21][SPEAKER_01]: 早期我們在
[16:21 -> 16:22][SPEAKER_01]: 呃
[16:22 -> 16:23][SPEAKER_01]: 選品
[16:23 -> 16:24][SPEAKER_01]: 嗯
[16:24 -> 16:25][SPEAKER_01]: 選商品
[16:25 -> 16:26][SPEAKER_01]: 其實都是品感覺比較多
[16:26 -> 16:27][SPEAKER_01]: 嗯
[16:27 -> 16:28][SPEAKER_01]: 那現在
[16:28 -> 16:30][SPEAKER_01]: 我都不做那些事情
[16:30 -> 16:33][SPEAKER_01]: 因為品感覺是一個很危險的事情
[16:33 -> 16:34][SPEAKER_01]: 是
[16:34 -> 16:35][SPEAKER_01]: 我們現在都是用數據
[16:35 -> 16:36][SPEAKER_01]: 我們
[16:36 -> 16:37][SPEAKER_01]: 用一些平台
[16:37 -> 16:38][SPEAKER_01]: 嗯
[16:38 -> 16:41][SPEAKER_01]: 還有我們自己的一些計算模式
[16:41 -> 16:42][SPEAKER_01]: 嗯
[16:42 -> 16:43][SPEAKER_01]: 去抓出來說
[16:43 -> 16:45][SPEAKER_01]: 這一個產品我們在看
[16:45 -> 16:46][SPEAKER_01]: 它在市場
[16:46 -> 16:47][SPEAKER_01]: 嗯
[16:47 -> 16:48][SPEAKER_01]: 呃有沒有銷量
[16:48 -> 16:49][SPEAKER_01]: 對
[16:49 -> 16:50][SPEAKER_01]: 它有銷量的話
[16:50 -> 16:51][SPEAKER_01]: 我們才會考慮
[16:51 -> 16:52][SPEAKER_01]: 嗯
[16:52 -> 16:53][SPEAKER_01]: 呃要不要進
[16:53 -> 16:55][SPEAKER_01]: 而且我們會先抓好
[16:55 -> 16:57][SPEAKER_01]: 呃進進來的毛利率有到四成
[16:57 -> 16:58][SPEAKER_01]: 對
[16:58 -> 16:59][SPEAKER_01]: 我才要進
[16:59 -> 17:00][SPEAKER_01]: 對
[17:00 -> 17:01][SPEAKER_01]: 我才會考慮再進一步去調整
[17:01 -> 17:02][SPEAKER_00]: 對
[17:02 -> 17:03][SPEAKER_00]: 不然平台也會抽啊
[17:03 -> 17:04][SPEAKER_01]: 對
[17:04 -> 17:08][SPEAKER_01]: 而且四成以上是因為平台要抽啦
[17:08 -> 17:09][SPEAKER_01]: 嗯
[17:09 -> 17:10][SPEAKER_01]: 還有有時候有活動
[17:10 -> 17:11][SPEAKER_01]: 嗯
[17:11 -> 17:12][SPEAKER_01]: 然後再加上
[17:12 -> 17:13][SPEAKER_01]: 如果它又突然長線
[17:13 -> 17:14][SPEAKER_01]: 嗯
[17:14 -> 17:15][SPEAKER_01]: 我至少還有一個range可以
[17:15 -> 17:16][SPEAKER_01]: 有一個風險
[17:16 -> 17:17][SPEAKER_01]: 嗯
[17:17 -> 17:18][SPEAKER_01]: 可以控制在那邊
[17:18 -> 17:19][SPEAKER_01]: 對
[17:19 -> 17:20][SPEAKER_00]: 那你自己
[17:20 -> 17:22][SPEAKER_00]: 因為目前我們是仰賴平台
[17:22 -> 17:24][SPEAKER_00]: 就是仰賴通路去銷售嘛
[17:24 -> 17:25][SPEAKER_00]: 對
[17:25 -> 17:27][SPEAKER_00]: 那通路它的訂單是穩定嗎
[17:27 -> 17:29][SPEAKER_00]: 或是說您這邊有在做
[17:29 -> 17:30][SPEAKER_00]: 額外的一些行銷啦
[17:30 -> 17:32][SPEAKER_00]: 或是一些投廣啦
[17:32 -> 17:33][SPEAKER_00]: 或是一些其他的
[17:33 -> 17:34][SPEAKER_00]: 哦
[17:34 -> 17:35][SPEAKER_01]: 有嘗試拍影片
[17:35 -> 17:36][SPEAKER_01]: 一段段影片嘛
[17:36 -> 17:37][SPEAKER_01]: 對對對
[17:37 -> 17:38][SPEAKER_00]: 現在很夯這樣子
[17:38 -> 17:39][SPEAKER_00]: 對啊
[17:39 -> 17:40][SPEAKER_01]: 呃有拍了一些
[17:40 -> 17:42][SPEAKER_01]: 然後哎覺得還不錯
[17:42 -> 17:43][SPEAKER_01]: 啊
[17:43 -> 17:44][SPEAKER_01]: 有一點呃
[17:44 -> 17:46][SPEAKER_01]: 有沒有直接性的銷量
[17:46 -> 17:47][SPEAKER_01]: 沒有
[17:47 -> 17:49][SPEAKER_00]: 所以你現在一直是
[17:49 -> 17:50][SPEAKER_00]: 你在行銷上面推動
[17:50 -> 17:51][SPEAKER_00]: 其實你沒有
[17:51 -> 17:52][SPEAKER_00]: 因為我看你的財報啦
[17:52 -> 17:53][SPEAKER_00]: 對
[17:53 -> 17:54][SPEAKER_00]: 其實你並沒有投入
[17:54 -> 17:56][SPEAKER_00]: 就是行銷預算並沒有很多啦
[17:56 -> 17:57][SPEAKER_00]: 對
[17:57 -> 18:00][SPEAKER_00]: 那大部分都仰賴目前通路的銷售嘛
[18:00 -> 18:01][SPEAKER_00]: 對
[18:01 -> 18:02][SPEAKER_00]: 那所以目前通路的訂單銷售
[18:02 -> 18:03][SPEAKER_00]: 還不錯的
[18:03 -> 18:04][SPEAKER_00]: 對
[18:04 -> 18:06][SPEAKER_00]: 能能給的訂單的量還蠻好的
[18:06 -> 18:07][SPEAKER_00]: 還好
[18:07 -> 18:08][SPEAKER_01]: 哦
[18:08 -> 18:10][SPEAKER_01]: 我沒有投入在廣告
[18:10 -> 18:11][SPEAKER_01]: 嗯
[18:11 -> 18:12][SPEAKER_01]: 是因為我那時候
[18:12 -> 18:13][SPEAKER_01]: 創這個保養品平台的時候
[18:13 -> 18:14][SPEAKER_01]: 嗯
[18:14 -> 18:16][SPEAKER_01]: 我有去外面自己下載的
[18:16 -> 18:17][SPEAKER_01]: 在外面自己下廣告
[18:17 -> 18:18][SPEAKER_01]: 對
[18:18 -> 18:19][SPEAKER_01]: 拉到自己的
[18:19 -> 18:20][SPEAKER_01]: 官網
[18:20 -> 18:21][SPEAKER_02]: 官網
[18:21 -> 18:22][SPEAKER_01]: 就這樣
[18:22 -> 18:23][SPEAKER_01]: 對
[18:23 -> 18:24][SPEAKER_01]: 發現效果不夠
[18:24 -> 18:25][SPEAKER_01]: 對
[18:25 -> 18:26][SPEAKER_01]: 因為我的budget沒那麼大
[18:26 -> 18:27][SPEAKER_00]: 嗯
[18:27 -> 18:28][SPEAKER_00]: 然後
[18:28 -> 18:29][SPEAKER_00]: 成本也很高啊
[18:29 -> 18:30][SPEAKER_01]: 對
[18:30 -> 18:31][SPEAKER_01]: 然後再加上很多這種行銷東西
[18:31 -> 18:32][SPEAKER_01]: 是掌握在人家的公司內
[18:32 -> 18:33][SPEAKER_01]: 嗯
[18:33 -> 18:34][SPEAKER_01]: 所以怎麼操作怎麼用
[18:34 -> 18:35][SPEAKER_01]: 都是他們在那邊操作
[18:35 -> 18:36][SPEAKER_01]: 對
[18:36 -> 18:37][SPEAKER_01]: 對
[18:37 -> 18:38][SPEAKER_01]: 我
[18:38 -> 18:39][SPEAKER_01]: 在操作
[18:39 -> 18:40][SPEAKER_00]: 花再多錢
[18:40 -> 18:41][SPEAKER_00]: 公司內部不會需要任何東西
[18:41 -> 18:42][SPEAKER_01]: 懂
[18:42 -> 18:43][SPEAKER_01]: 然後
[18:43 -> 18:44][SPEAKER_01]: 其實好
[18:44 -> 18:45][SPEAKER_01]: 嗯
[18:45 -> 18:46][SPEAKER_01]: 然後其實後面
[18:46 -> 18:48][SPEAKER_01]: 我們現在要做的是
[18:48 -> 18:50][SPEAKER_01]: 下面也打算要投文號
[18:50 -> 18:51][SPEAKER_01]: 自己官網也要投文號
[18:51 -> 18:52][SPEAKER_01]: 嗯
[18:52 -> 18:53][SPEAKER_01]: 但是前提是
[18:53 -> 18:54][SPEAKER_01]: 我們的品項
[18:54 -> 18:57][SPEAKER_01]: 我覺得我不要去投了
[18:57 -> 18:58][SPEAKER_01]: 只拉了這一個
[18:58 -> 18:59][SPEAKER_01]: 懂
[18:59 -> 19:00][SPEAKER_01]: 產品來
[19:00 -> 19:01][SPEAKER_01]: 我至少我垂直商品
[19:01 -> 19:02][SPEAKER_01]: 我多一點的時候
[19:02 -> 19:03][SPEAKER_01]: 我拉了人家
[19:03 -> 19:04][SPEAKER_01]: 還有可能看其他的
[19:04 -> 19:05][SPEAKER_01]: 嗯
[19:05 -> 19:06][SPEAKER_01]: 要嘛是加購
[19:06 -> 19:07][SPEAKER_01]: 要嘛就是
[19:07 -> 19:08][SPEAKER_01]: 有可能其他的商品去做轉換
[19:08 -> 19:09][SPEAKER_01]: 是
[19:09 -> 19:10][SPEAKER_01]: 這個才有意義
[19:10 -> 19:11][SPEAKER_00]: 懂
[19:11 -> 19:12][SPEAKER_00]: 合理合理
[19:12 -> 19:13][SPEAKER_00]: 最大化
[19:13 -> 19:14][SPEAKER_00]: 懂
[19:14 -> 19:15][SPEAKER_00]: 想要去了解
[19:15 -> 19:16][SPEAKER_00]: 因為畢竟
[19:16 -> 19:17][SPEAKER_00]: 對
[19:17 -> 19:18][SPEAKER_00]: 我們看財務
[19:18 -> 19:19][SPEAKER_00]: 然後財務又看說
[19:19 -> 19:20][SPEAKER_00]: 你這邊財務是怎麼創造出來的嗎
[19:20 -> 19:21][SPEAKER_00]: 是
[19:21 -> 19:22][SPEAKER_00]: 那畢竟我們是零售
[19:22 -> 19:23][SPEAKER_00]: 我們是零售業者
[19:23 -> 19:26][SPEAKER_00]: 我們最重視的當然就是我們行銷通路
[19:26 -> 19:27][SPEAKER_00]: 我們的訂單來源啊
[19:27 -> 19:28][SPEAKER_00]: 對
[19:28 -> 19:29][SPEAKER_00]: 怎麼去創造的
[19:29 -> 19:30][SPEAKER_00]: 那所以你目前
[19:30 -> 19:31][SPEAKER_00]: 我們仰賴這幾個通路
[19:31 -> 19:32][SPEAKER_00]: 像蝦皮啊
[19:32 -> 19:33][SPEAKER_00]: 像你說的露天啊
[19:33 -> 19:34][SPEAKER_00]: 等等的
[19:34 -> 19:35][SPEAKER_00]: 對
[19:35 -> 19:36][SPEAKER_00]: 其實目前他們
[19:36 -> 19:37][SPEAKER_00]: 在這幾個通路
[19:37 -> 19:38][SPEAKER_00]: 給你的訂單量還蠻好的
[19:38 -> 19:39][SPEAKER_00]: 曝光啊什麼流量
[19:39 -> 19:40][SPEAKER_00]: 那
[19:40 -> 19:41][SPEAKER_00]: 可能我們有
[19:41 -> 19:42][SPEAKER_00]: 可能Maybe這一次的
[19:42 -> 19:43][SPEAKER_00]: 呃
[19:43 -> 19:44][SPEAKER_00]: 貸款下來之後
[19:44 -> 19:45][SPEAKER_00]: 我們除了叫貨之外
[19:45 -> 19:46][SPEAKER_00]: 也可能會播一些
[19:46 -> 19:47][SPEAKER_00]: 做一些他們所謂的
[19:47 -> 19:50][SPEAKER_00]: 站內的一些廣告的部分
[19:50 -> 19:51][SPEAKER_01]: 廣告
[19:51 -> 19:53][SPEAKER_01]: 站內廣告暫時還不會
[19:53 -> 19:55][SPEAKER_01]: 完全不會拿
[19:55 -> 19:56][SPEAKER_01]: 這一個
[19:56 -> 19:57][SPEAKER_01]: 貸款的部分
[19:57 -> 19:58][SPEAKER_01]: 對
[19:58 -> 20:00][SPEAKER_01]: 因為這一個會完全是用在
[20:00 -> 20:01][SPEAKER_01]: 進貨的部分
[20:01 -> 20:02][SPEAKER_01]: 進貨
[20:02 -> 20:03][SPEAKER_01]: 還有一些
[20:03 -> 20:05][SPEAKER_01]: 我會保留大概
[20:05 -> 20:06][SPEAKER_01]: 呃
[20:06 -> 20:08][SPEAKER_01]: 幾
[20:08 -> 20:09][SPEAKER_01]: 呃
[20:09 -> 20:10][SPEAKER_01]: 一些金額
[20:10 -> 20:11][SPEAKER_01]: 我那個上面有寫
[20:11 -> 20:12][SPEAKER_01]: 對
[20:12 -> 20:13][SPEAKER_01]: 那個是為了說
[20:13 -> 20:14][SPEAKER_01]: 欸你只要叫過
[20:14 -> 20:15][SPEAKER_00]: 一個一個多的
[20:15 -> 20:16][SPEAKER_00]: 對
[20:16 -> 20:17][SPEAKER_01]: 那
[20:17 -> 20:18][SPEAKER_01]: 我的要下廣告的
[20:18 -> 20:19][SPEAKER_01]: 那一個部分的
[20:19 -> 20:20][SPEAKER_01]: 預算
[20:20 -> 20:21][SPEAKER_01]: 會從營收
[20:21 -> 20:22][SPEAKER_01]: 拉10%出來
[20:22 -> 20:23][SPEAKER_01]: 嗯
[20:23 -> 20:24][SPEAKER_01]: 而現在還沒有拉出來
[20:24 -> 20:25][SPEAKER_01]: 是
[20:25 -> 20:26][SPEAKER_01]: 我覺得挺
[20:26 -> 20:27][SPEAKER_01]: 呃
[20:27 -> 20:28][SPEAKER_01]: 品項很夠的
[20:28 -> 20:29][SPEAKER_01]: 懂
[20:29 -> 20:30][SPEAKER_01]: 所以是在後面
[20:30 -> 20:31][SPEAKER_01]: 這個務必一定要
[20:31 -> 20:32][SPEAKER_01]: 懂
[20:32 -> 20:33][SPEAKER_01]: 只是說
[20:33 -> 20:34][SPEAKER_01]: 我覺得
[20:34 -> 20:35][SPEAKER_01]: 我不拿
[20:35 -> 20:36][SPEAKER_01]: 戴孔的這個金
[20:36 -> 20:37][SPEAKER_01]: 嗯
[20:37 -> 20:38][SPEAKER_01]: 這個是完全是為了要
[20:38 -> 20:39][SPEAKER_01]: 進貨的
[20:39 -> 20:40][SPEAKER_01]: 創造
[20:40 -> 20:41][SPEAKER_01]: 把它放大
[20:41 -> 20:42][SPEAKER_01]: 對
[20:42 -> 20:43][SPEAKER_01]: 所以
[20:43 -> 20:45][SPEAKER_01]: 然後
[20:45 -> 20:47][SPEAKER_01]: 廣告預算是由我的
[20:47 -> 20:48][SPEAKER_01]: 營收來創造的
[20:48 -> 20:49][SPEAKER_01]: 懂
[20:49 -> 20:50][SPEAKER_01]: 就是這邊賺來的
[20:50 -> 20:51][SPEAKER_01]: 再來去把它
[20:51 -> 20:52][SPEAKER_01]: 去再滾更大
[20:52 -> 20:53][SPEAKER_00]: 對
[20:53 -> 20:54][SPEAKER_01]: 因為我如果拿這一邊的話
[20:54 -> 20:55][SPEAKER_01]: 會
[20:55 -> 20:56][SPEAKER_01]: 呃
[20:56 -> 20:57][SPEAKER_01]: 我覺得
[20:57 -> 20:58][SPEAKER_01]: 那個是
[20:58 -> 20:59][SPEAKER_00]: 效益會
[20:59 -> 21:00][SPEAKER_00]: 就是反而會
[21:00 -> 21:01][SPEAKER_00]: 沒有加成的效果
[21:01 -> 21:02][SPEAKER_01]: 對
[21:02 -> 21:03][SPEAKER_01]: 而且
